course_id,total_comments,average_completion_rate,negative,positive,neutral,num_users
C_1792250,1.0,0.355392156862745,1.0,0.0,0.0,361
C_1792323,3.0,0.6819719541918183,0.0,3.0,0.0,500
C_1793742,1.0,0.6110050005464092,1.0,0.0,0.0,215
C_1793814,0.0,,0.0,0.0,0.0,15
C_1793819,0.0,,0.0,0.0,0.0,19
C_1794464,51.0,,1.0,33.0,17.0,5754
C_1794568,0.0,,0.0,0.0,0.0,88
C_1794790,189.0,0.912225784578904,0.0,176.0,13.0,4149
C_1795748,0.0,0.6941666666666667,0.0,0.0,0.0,51
C_1795810,181.0,0.61647814771107,1.0,31.0,149.0,6102
C_1796396,0.0,0.921891058581706,0.0,0.0,0.0,101
C_1797262,0.0,0.0,0.0,0.0,0.0,29
C_1797655,0.0,,0.0,0.0,0.0,1
C_1797897,0.0,,0.0,0.0,0.0,640
C_1797899,0.0,,0.0,0.0,0.0,486
C_1797902,2.0,0.7273247585747586,1.0,0.0,1.0,674
C_1797904,3.0,0.6224286349421867,1.0,2.0,0.0,10755
C_1800063,1.0,0.5516823495865412,1.0,0.0,0.0,3532
C_1800545,0.0,,0.0,0.0,0.0,148
C_1801563,0.0,0.6830985915492958,0.0,0.0,0.0,1635
C_1801907,0.0,0.6156392401458191,0.0,0.0,0.0,382
C_1804511,1.0,0.4421052631578948,0.0,0.0,1.0,505
C_1804595,3.0,0.6,0.0,1.0,2.0,86
C_1806527,54.0,0.1929824561403508,4.0,13.0,37.0,7647
C_1806811,0.0,0.5,0.0,0.0,0.0,87
C_1808023,0.0,0.5804550494279536,0.0,0.0,0.0,444
C_1808487,1.0,0.6752963194011229,1.0,0.0,0.0,540
C_1808506,0.0,0.9080188679245284,0.0,0.0,0.0,64
C_1808517,0.0,1.0,0.0,0.0,0.0,35
C_1811716,1.0,0.7331970498637165,0.0,0.0,1.0,356
C_1811720,96.0,0.93214586874,0.0,8.0,88.0,420
C_1811723,5.0,0.9341463414634148,0.0,4.0,1.0,65
C_1811728,0.0,,0.0,0.0,0.0,983
C_1811730,43.0,0.8530166522302903,0.0,5.0,38.0,536
C_1811734,9.0,,0.0,3.0,6.0,382
C_1811737,0.0,,0.0,0.0,0.0,4
C_1811739,8.0,0.7513906364381047,0.0,3.0,5.0,9768
C_1811742,9.0,0.799111737593413,0.0,5.0,4.0,334
C_1811830,0.0,,0.0,0.0,0.0,1
C_1811832,0.0,0.7384390119684238,0.0,0.0,0.0,109
C_1811833,0.0,0.6967189786957229,0.0,0.0,0.0,38
C_1811835,0.0,0.6065934065934065,0.0,0.0,0.0,182
C_1811836,0.0,0.5097222222222222,0.0,0.0,0.0,98
C_1811837,0.0,,0.0,0.0,0.0,50
C_1811839,0.0,0.687736190303739,0.0,0.0,0.0,595
C_1811867,3.0,0.812034640237312,1.0,0.0,2.0,231
C_1814140,1.0,0.6813131313131313,0.0,0.0,1.0,243
C_1814260,0.0,0.6687327523602031,0.0,0.0,0.0,192
C_1814495,0.0,,0.0,0.0,0.0,1
C_1814504,0.0,,0.0,0.0,0.0,1
C_1814510,0.0,,0.0,0.0,0.0,1
C_1814513,0.0,,0.0,0.0,0.0,1
C_1814520,0.0,,0.0,0.0,0.0,1
C_1814525,0.0,,0.0,0.0,0.0,1
C_1814539,0.0,,0.0,0.0,0.0,1
C_1816012,0.0,0.3,0.0,0.0,0.0,1200
C_1816033,2.0,,0.0,1.0,1.0,1896
C_1816152,0.0,0.0,0.0,0.0,0.0,1025
C_1818546,0.0,0.0,0.0,0.0,0.0,94
C_1821200,1608.0,0.8638841513952396,3.0,18.0,1587.0,2528
C_1821490,0.0,0.6519388625305576,0.0,0.0,0.0,133
C_1822804,67738.0,0.8098402247229389,139.0,56758.0,10841.0,22319
C_1824311,0.0,,0.0,0.0,0.0,6
C_1824376,0.0,0.5025000000000001,0.0,0.0,0.0,82
C_1824911,2649.0,0.8265608775901109,1.0,185.0,2463.0,1409
C_1824915,0.0,,0.0,0.0,0.0,392
C_1824917,0.0,,0.0,0.0,0.0,62
C_1824918,11.0,0.4906627446215571,0.0,10.0,1.0,304
C_1824921,0.0,,0.0,0.0,0.0,171
C_1824924,39.0,0.5837513236354319,2.0,19.0,18.0,4260
C_1824926,6.0,0.8548016178146668,1.0,2.0,3.0,225
C_1824928,8.0,0.8515841984797256,0.0,3.0,5.0,9342
C_1824931,0.0,0.0,0.0,0.0,0.0,233
C_1824933,1.0,0.0,0.0,1.0,0.0,947
C_1824934,2.0,0.6506986027944112,0.0,0.0,2.0,301
C_1825107,7.0,0.6032549966373497,1.0,1.0,5.0,1605
C_1825111,0.0,,0.0,0.0,0.0,239
C_1825200,0.0,,0.0,0.0,0.0,19
C_1825362,1.0,,0.0,1.0,0.0,157
C_1825493,1.0,0.75,0.0,1.0,0.0,71
C_1827362,0.0,,0.0,0.0,0.0,18
C_1828098,1.0,,0.0,1.0,0.0,160
C_1828101,0.0,,0.0,0.0,0.0,23
C_1828104,0.0,,0.0,0.0,0.0,48
C_1828106,0.0,0.611510402939268,0.0,0.0,0.0,192
C_1828108,0.0,0.7041401580875265,0.0,0.0,0.0,186
C_1829948,1730.0,0.6737547832419871,1.0,626.0,1103.0,3590
C_1829950,0.0,0.7191358024691357,0.0,0.0,0.0,331
C_1829952,0.0,0.3181818181818182,0.0,0.0,0.0,127
C_1829954,0.0,0.7905405405405406,0.0,0.0,0.0,142
C_1829957,0.0,0.3333333333333333,0.0,0.0,0.0,93
C_1831703,0.0,,0.0,0.0,0.0,2
C_1833443,0.0,,0.0,0.0,0.0,1
C_1833446,0.0,,0.0,0.0,0.0,1
C_1833473,0.0,,0.0,0.0,0.0,1
C_1833529,21.0,,0.0,2.0,19.0,91
C_1833535,0.0,,0.0,0.0,0.0,1
C_1833554,0.0,,0.0,0.0,0.0,1
C_1833828,0.0,,0.0,0.0,0.0,10
C_1834035,11.0,,0.0,0.0,11.0,44
C_1834541,0.0,,0.0,0.0,0.0,41
C_1835055,0.0,,0.0,0.0,0.0,23
C_1836502,1.0,,1.0,0.0,0.0,1329
C_1837158,1.0,,0.0,0.0,1.0,29
C_1837162,0.0,,0.0,0.0,0.0,32
C_1837426,1.0,,0.0,1.0,0.0,51
C_1837988,0.0,,0.0,0.0,0.0,2
C_1842662,0.0,,0.0,0.0,0.0,14
C_1842720,0.0,,0.0,0.0,0.0,10
C_1842789,0.0,,0.0,0.0,0.0,20
C_1842823,1.0,,0.0,0.0,1.0,36
C_1842906,0.0,,0.0,0.0,0.0,15
C_1844101,0.0,,0.0,0.0,0.0,80
C_1844102,1.0,,0.0,1.0,0.0,453
C_1844104,0.0,,0.0,0.0,0.0,237
C_1844106,1.0,0.8469126982837938,0.0,0.0,1.0,8072
C_1844112,101.0,0.84218166559841,0.0,3.0,98.0,176
C_1844116,0.0,0.5,0.0,0.0,0.0,43
C_1844117,0.0,,0.0,0.0,0.0,1
C_1844118,0.0,0.9508403361344538,0.0,0.0,0.0,200
C_1844119,0.0,0.7434426229508199,0.0,0.0,0.0,114
C_1844121,2.0,0.44,0.0,0.0,2.0,5635
C_1844124,0.0,,0.0,0.0,0.0,80
C_1844126,0.0,0.8171641791044776,0.0,0.0,0.0,73
C_1844128,6.0,0.6052746572396485,0.0,3.0,3.0,229
C_1846545,0.0,0.5,0.0,0.0,0.0,2668
C_1854857,0.0,0.0,0.0,0.0,0.0,117
C_1854868,0.0,0.4904214559386973,0.0,0.0,0.0,229
C_1854892,2.0,0.4151515151515151,0.0,0.0,2.0,130
C_1862240,0.0,0.6901865291571173,0.0,0.0,0.0,2069
C_1864055,0.0,0.6235201483177192,0.0,0.0,0.0,382
C_1864056,0.0,,0.0,0.0,0.0,95
C_1864058,0.0,0.8333333333333333,0.0,0.0,0.0,86
C_1864059,4.0,0.7228112144512175,1.0,0.0,3.0,1254
C_1864060,0.0,,0.0,0.0,0.0,91
C_1864063,0.0,0.4212694409415721,0.0,0.0,0.0,212
C_1864065,1.0,0.8012537806811194,0.0,1.0,0.0,157
C_1864067,133.0,0.7967997591573677,1.0,123.0,9.0,961
C_1864068,0.0,0.8095038153976494,0.0,0.0,0.0,6701
C_1864381,1.0,,1.0,0.0,0.0,157
C_1865807,2.0,,2.0,0.0,0.0,7
C_1875488,0.0,0.729059829059829,0.0,0.0,0.0,132
C_1875490,3.0,0.7279185033422322,0.0,0.0,3.0,447
C_1875494,51.0,0.667631702290259,0.0,48.0,3.0,1224
C_1875498,0.0,0.7232371794871797,0.0,0.0,0.0,7938
C_1875503,0.0,,0.0,0.0,0.0,237
C_1875509,3.0,0.627848282240005,0.0,2.0,1.0,800
C_1875512,0.0,,0.0,0.0,0.0,35
C_1875515,0.0,0.4918244406196213,0.0,0.0,0.0,581
C_1875518,958.0,,32.0,306.0,620.0,2645
C_1875524,0.0,,0.0,0.0,0.0,254
C_1875535,4.0,0.7611111111111112,0.0,1.0,3.0,106
C_1875536,0.0,0.8333333333333334,0.0,0.0,0.0,30
C_1875537,0.0,0.6304347826086957,0.0,0.0,0.0,189
C_1875539,0.0,0.7462669631395561,0.0,0.0,0.0,159
C_1876253,0.0,0.7742424242424243,0.0,0.0,0.0,660
C_1881493,0.0,,0.0,0.0,0.0,14
C_1881680,1.0,,0.0,0.0,1.0,12
C_1883679,10.0,0.8065762183305573,0.0,7.0,3.0,864
C_1884005,0.0,0.7834447457309744,0.0,0.0,0.0,509
C_1884058,0.0,,0.0,0.0,0.0,296
C_1886664,0.0,0.6097560975609756,0.0,0.0,0.0,75
C_1886668,0.0,,0.0,0.0,0.0,7813
C_1886672,181.0,0.5967037049303943,1.0,73.0,107.0,1040
C_1886674,1.0,0.7747802197802198,0.0,1.0,0.0,2712
C_1886678,0.0,0.5298245614035086,0.0,0.0,0.0,103
C_1886679,1.0,0.9379629629629628,0.0,0.0,1.0,57
C_1886680,0.0,0.3131313131313131,0.0,0.0,0.0,56
C_1886681,0.0,0.3333333333333333,0.0,0.0,0.0,46
C_1886682,0.0,0.0,0.0,0.0,0.0,78
C_1886683,0.0,0.75,0.0,0.0,0.0,45
C_1886685,0.0,0.4487179487179487,0.0,0.0,0.0,51
C_1886686,0.0,0.6166666666666667,0.0,0.0,0.0,58
C_1886688,0.0,0.5263157894736842,0.0,0.0,0.0,58
C_1886689,0.0,0.8155122655122654,0.0,0.0,0.0,103
C_1886691,0.0,0.8466666666666669,0.0,0.0,0.0,61
C_1886692,1.0,0.6363636363636364,1.0,0.0,0.0,37
C_1886693,0.0,0.9,0.0,0.0,0.0,54
C_1886695,0.0,0.7222222222222222,0.0,0.0,0.0,100
C_1886696,0.0,0.961936074813491,0.0,0.0,0.0,315
C_1889028,1.0,,0.0,0.0,1.0,141
C_1889446,0.0,,0.0,0.0,0.0,443
C_1889777,0.0,0.5673414034525146,0.0,0.0,0.0,183
C_1890207,0.0,,0.0,0.0,0.0,137
C_1891038,0.0,0.865901835594573,0.0,0.0,0.0,112
C_1891042,0.0,0.5555555555555556,0.0,0.0,0.0,45
C_1891044,1.0,0.6499999999999999,0.0,0.0,1.0,34
C_1891046,0.0,0.8559322033898306,0.0,0.0,0.0,64
C_1891047,0.0,0.5262171855921857,0.0,0.0,0.0,152
C_1891049,0.0,0.5555555555555555,0.0,0.0,0.0,66
C_1891051,0.0,0.619938549781386,0.0,0.0,0.0,73
C_1891052,0.0,0.7,0.0,0.0,0.0,208
C_1891055,0.0,0.8938461538461538,0.0,0.0,0.0,391
C_1891061,0.0,0.7447308132875143,0.0,0.0,0.0,271
C_1891064,0.0,0.923024437592783,0.0,0.0,0.0,158
C_1891384,0.0,0.164,0.0,0.0,0.0,335
C_1891387,0.0,,0.0,0.0,0.0,4
C_1894844,0.0,,0.0,0.0,0.0,1
C_1894860,0.0,,0.0,0.0,0.0,1678
C_1894884,0.0,,0.0,0.0,0.0,6
C_1894914,2.0,,0.0,1.0,1.0,294
C_1894960,0.0,,0.0,0.0,0.0,2
C_1896473,0.0,0.7444605316933147,0.0,0.0,0.0,147
C_1896509,0.0,0.6304280045351474,0.0,0.0,0.0,159
C_1898449,0.0,0.7058823529411765,0.0,0.0,0.0,72
C_1899192,5.0,,0.0,1.0,4.0,769
C_1902539,0.0,,0.0,0.0,0.0,50
C_1902586,0.0,0.5563457165769198,0.0,0.0,0.0,186
C_1903962,0.0,0.7276104600793398,0.0,0.0,0.0,170
C_1903963,0.0,,0.0,0.0,0.0,36
C_1903965,0.0,,0.0,0.0,0.0,184
C_1903973,0.0,,0.0,0.0,0.0,608
C_1903975,1.0,0.6565109820258561,0.0,0.0,1.0,286
C_1903976,23.0,0.6887158572479132,0.0,8.0,15.0,4797
C_1903979,0.0,0.5549999999999999,0.0,0.0,0.0,42
C_1903980,8617.0,0.8305738467763593,4.0,1589.0,7024.0,9568
C_1903982,18.0,,0.0,11.0,7.0,72
C_1903983,12.0,0.7096324479558389,0.0,1.0,11.0,8716
C_1903985,287.0,0.6648274764668881,8.0,40.0,239.0,19649
C_1903986,0.0,,0.0,0.0,0.0,226
C_1903988,0.0,0.8557692307692307,0.0,0.0,0.0,1183
C_1903992,0.0,,0.0,0.0,0.0,23
C_1904002,0.0,,0.0,0.0,0.0,619
C_1904003,0.0,0.8207547169811321,0.0,0.0,0.0,82
C_1904005,2.0,,1.0,0.0,1.0,21
C_1904007,0.0,0.5131578947368421,0.0,0.0,0.0,37
C_1904032,0.0,,0.0,0.0,0.0,11
C_1904668,0.0,,0.0,0.0,0.0,1264
C_1905468,0.0,,0.0,0.0,0.0,21
C_1905909,0.0,,0.0,0.0,0.0,50
C_1906186,2.0,0.828087106850265,0.0,1.0,1.0,50
C_1906203,0.0,,0.0,0.0,0.0,9
C_1906335,0.0,,0.0,0.0,0.0,2
C_1906552,0.0,,0.0,0.0,0.0,38
C_1906555,68.0,0.7772580932313413,2.0,10.0,56.0,12240
C_1907726,0.0,0.5932960893854748,0.0,0.0,0.0,1044
C_1907832,2.0,,0.0,2.0,0.0,225
C_1907833,0.0,0.5454545454545454,0.0,0.0,0.0,79
C_1907834,0.0,,0.0,0.0,0.0,21
C_1907835,0.0,0.4285714285714285,0.0,0.0,0.0,20
C_1907836,0.0,,0.0,0.0,0.0,15
C_1907838,0.0,0.728125,0.0,0.0,0.0,140
C_1907840,0.0,,0.0,0.0,0.0,42
C_1907841,0.0,0.6288888888888888,0.0,0.0,0.0,409
C_1907842,0.0,0.2316066066066066,0.0,0.0,0.0,3156
C_1907850,0.0,0.586,0.0,0.0,0.0,81
C_1907851,0.0,,0.0,0.0,0.0,104
C_1907852,1.0,0.7840896985192287,0.0,1.0,0.0,359
C_1907853,0.0,0.7555425793465409,0.0,0.0,0.0,165
C_1907855,0.0,0.7136723009814613,0.0,0.0,0.0,231
C_1908898,0.0,,0.0,0.0,0.0,1
C_1908916,0.0,,0.0,0.0,0.0,1
C_1908918,0.0,,0.0,0.0,0.0,47
C_1909505,0.0,1.0,0.0,0.0,0.0,118
C_1909561,0.0,,0.0,0.0,0.0,14
C_1909583,0.0,0.7083333333333333,0.0,0.0,0.0,26
C_1909589,0.0,0.931372549019608,0.0,0.0,0.0,25
C_1909608,0.0,,0.0,0.0,0.0,13
C_1910385,0.0,,0.0,0.0,0.0,1
C_1910386,0.0,,0.0,0.0,0.0,1
C_1910390,0.0,,0.0,0.0,0.0,1
C_1910391,0.0,,0.0,0.0,0.0,1
C_1910392,0.0,,0.0,0.0,0.0,1
C_1910395,0.0,,0.0,0.0,0.0,1
C_1910405,0.0,,0.0,0.0,0.0,1
C_1910407,0.0,,0.0,0.0,0.0,1
C_1910408,0.0,,0.0,0.0,0.0,1
C_1910411,0.0,,0.0,0.0,0.0,1
C_1910412,0.0,,0.0,0.0,0.0,1
C_1910413,0.0,,0.0,0.0,0.0,1
C_1910414,0.0,,0.0,0.0,0.0,2
C_1910416,0.0,,0.0,0.0,0.0,1
C_1910418,0.0,,0.0,0.0,0.0,1
C_1910419,0.0,,0.0,0.0,0.0,1
C_1910420,0.0,,0.0,0.0,0.0,1
C_1910423,0.0,,0.0,0.0,0.0,1
C_1910425,0.0,,0.0,0.0,0.0,1
C_1910426,0.0,,0.0,0.0,0.0,1
C_1910427,0.0,,0.0,0.0,0.0,2
C_1910428,0.0,,0.0,0.0,0.0,1
C_1910431,0.0,,0.0,0.0,0.0,1
C_1910433,0.0,,0.0,0.0,0.0,1
C_1910434,0.0,,0.0,0.0,0.0,1
C_1910435,0.0,,0.0,0.0,0.0,1
C_1910437,0.0,,0.0,0.0,0.0,1
C_1910439,0.0,,0.0,0.0,0.0,1
C_1910442,0.0,,0.0,0.0,0.0,1
C_1910444,0.0,,0.0,0.0,0.0,1
C_1910445,0.0,,0.0,0.0,0.0,1
C_1910447,0.0,,0.0,0.0,0.0,2
C_1910450,0.0,,0.0,0.0,0.0,1
C_1910452,0.0,,0.0,0.0,0.0,1
C_1910453,0.0,,0.0,0.0,0.0,1
C_1910455,0.0,,0.0,0.0,0.0,1
C_1910456,0.0,,0.0,0.0,0.0,1
C_1910458,0.0,,0.0,0.0,0.0,1
C_1910460,0.0,,0.0,0.0,0.0,1
C_1910463,0.0,,0.0,0.0,0.0,1
C_1910464,0.0,,0.0,0.0,0.0,1
C_1910468,0.0,,0.0,0.0,0.0,1
C_1910470,0.0,,0.0,0.0,0.0,1
C_1910474,0.0,,0.0,0.0,0.0,1
C_1910477,0.0,,0.0,0.0,0.0,1
C_1910478,0.0,,0.0,0.0,0.0,1
C_1910480,0.0,,0.0,0.0,0.0,1
C_1910482,0.0,,0.0,0.0,0.0,1
C_1912002,0.0,0.4025974025974026,0.0,0.0,0.0,221
C_1912003,7.0,,0.0,6.0,1.0,4957
C_1912004,6.0,0.7528583257611904,0.0,1.0,5.0,1001
C_1912005,0.0,0.821996954654574,0.0,0.0,0.0,250
C_1912006,32.0,0.7617252083505075,0.0,24.0,8.0,1406
C_1912007,0.0,,0.0,0.0,0.0,1729
C_1912009,1.0,,0.0,0.0,1.0,103
C_1912010,0.0,,0.0,0.0,0.0,91
C_1912011,0.0,0.75,0.0,0.0,0.0,198
C_1912013,0.0,,0.0,0.0,0.0,19
C_1912014,0.0,0.5,0.0,0.0,0.0,78
C_1912016,4.0,0.6394158407059566,0.0,4.0,0.0,333
C_1912017,0.0,,0.0,0.0,0.0,1
C_1912018,0.0,0.3636363636363636,0.0,0.0,0.0,23
C_1912019,0.0,0.6429824561403509,0.0,0.0,0.0,120
C_1912020,0.0,,0.0,0.0,0.0,5
C_1912188,0.0,,0.0,0.0,0.0,468
C_1912378,0.0,,0.0,0.0,0.0,43
C_1912477,0.0,,0.0,0.0,0.0,10
C_1912519,8.0,,0.0,5.0,3.0,7574
C_1912735,0.0,,0.0,0.0,0.0,122
C_1912757,0.0,0.7166666666666667,0.0,0.0,0.0,922
C_1914506,0.0,0.6642234848484848,0.0,0.0,0.0,16
C_1915175,0.0,,0.0,0.0,0.0,9
C_1915246,0.0,0.7419354838709677,0.0,0.0,0.0,92
C_1916172,0.0,,0.0,0.0,0.0,546
C_1916174,0.0,,0.0,0.0,0.0,155
C_1916207,0.0,,0.0,0.0,0.0,413
C_1916220,0.0,,0.0,0.0,0.0,77
C_1918002,0.0,,0.0,0.0,0.0,62
C_1918004,0.0,,0.0,0.0,0.0,51
C_1918053,1.0,0.6913419913419913,1.0,0.0,0.0,50
C_1918338,0.0,0.5059523809523809,0.0,0.0,0.0,1563
C_1918351,0.0,0.7888881305030373,0.0,0.0,0.0,58
C_1918353,0.0,0.3863636363636363,0.0,0.0,0.0,28
C_1918354,0.0,,0.0,0.0,0.0,1
C_1918355,0.0,,0.0,0.0,0.0,21
C_1918356,0.0,0.6768518518518518,0.0,0.0,0.0,98
C_1918357,0.0,,0.0,0.0,0.0,1
C_1918363,6.0,0.8655683336668909,1.0,0.0,5.0,2478
C_1918552,0.0,,0.0,0.0,0.0,18
C_1924175,0.0,,0.0,0.0,0.0,412
C_1924403,0.0,0.5417363792363792,0.0,0.0,0.0,306
C_1924709,0.0,,0.0,0.0,0.0,259
C_1924714,0.0,,0.0,0.0,0.0,2
C_1924736,0.0,,0.0,0.0,0.0,1
C_1925117,0.0,,0.0,0.0,0.0,94
C_1925887,0.0,0.5957105859358316,0.0,0.0,0.0,181
C_1925892,1.0,,0.0,1.0,0.0,204
C_1925894,2.0,0.5193995859213252,1.0,0.0,1.0,240
C_1925896,1.0,0.6861468750637925,0.0,0.0,1.0,221
C_1925897,35.0,0.7012008499047327,0.0,21.0,14.0,6960
C_1925898,3.0,0.6112846510092125,0.0,1.0,2.0,848
C_1925901,0.0,0.904804756447578,0.0,0.0,0.0,76
C_1925903,0.0,0.6836021505376344,0.0,0.0,0.0,246
C_1925905,0.0,0.6506312423959482,0.0,0.0,0.0,219
C_1925906,4.0,0.0,0.0,2.0,2.0,120
C_1925908,0.0,,0.0,0.0,0.0,49
C_1925909,0.0,0.8,0.0,0.0,0.0,27
C_1925910,0.0,0.4385964912280702,0.0,0.0,0.0,142
C_1925911,0.0,,0.0,0.0,0.0,23
C_1925912,437.0,0.0,10.0,286.0,141.0,79
C_1925913,0.0,,0.0,0.0,0.0,13
C_1925917,0.0,,0.0,0.0,0.0,7
C_1925919,0.0,,0.0,0.0,0.0,15
C_1925922,0.0,0.5,0.0,0.0,0.0,144
C_1926748,0.0,,0.0,0.0,0.0,11
C_1928986,0.0,0.0,0.0,0.0,0.0,201
C_1929045,10.0,0.7922385620915032,0.0,0.0,10.0,46
C_1940647,10.0,,0.0,0.0,10.0,156
C_1940999,10.0,,3.0,2.0,5.0,500
C_1941018,1.0,,1.0,0.0,0.0,198
C_1941101,1.0,,0.0,1.0,0.0,1096
C_1944716,0.0,0.611111111111111,0.0,0.0,0.0,25
C_1944717,0.0,,0.0,0.0,0.0,41
C_1944721,0.0,0.876145635552144,0.0,0.0,0.0,500
C_1944722,2.0,0.7978668600246027,0.0,0.0,2.0,319
C_1944723,3.0,0.7161484524329492,0.0,2.0,1.0,356
C_1944724,12.0,0.7039330272982935,0.0,3.0,9.0,902
C_1944725,0.0,0.7401749216966608,0.0,0.0,0.0,159
C_1944726,1.0,0.5836409073433294,0.0,0.0,1.0,372
C_1944727,0.0,0.3,0.0,0.0,0.0,65
C_1944729,13.0,0.8163424590390881,0.0,5.0,8.0,1290
C_1944731,0.0,,0.0,0.0,0.0,65
C_1944971,1.0,0.6514511955317593,0.0,0.0,1.0,501
C_1945689,20.0,0.8505604517441998,2.0,0.0,18.0,184
C_1960452,7.0,0.6064823024228372,0.0,3.0,4.0,2150
C_1974389,0.0,,0.0,0.0,0.0,20
C_1979097,0.0,,0.0,0.0,0.0,91
C_1979991,1.0,,0.0,1.0,0.0,149
C_1980009,0.0,0.8693693693693694,0.0,0.0,0.0,1732
C_1980010,0.0,,0.0,0.0,0.0,7
C_1987579,0.0,0.7051282051282052,0.0,0.0,0.0,110
C_1987701,4.0,0.4713379982000583,0.0,1.0,3.0,1143
C_1987717,0.0,0.7472718253968255,0.0,0.0,0.0,67
C_1991780,39.0,0.7768939393939394,3.0,13.0,23.0,64
C_1992917,92.0,0.6907311412442391,0.0,83.0,9.0,1617
C_1992918,0.0,,0.0,0.0,0.0,63
C_1992919,0.0,0.5714285714285714,0.0,0.0,0.0,53
C_1992921,30.0,0.9210062005951296,0.0,29.0,1.0,540
C_1992925,0.0,,0.0,0.0,0.0,70
C_1992927,4.0,0.7983488132094942,1.0,3.0,0.0,407
C_1992929,6.0,0.8300178131567081,0.0,3.0,3.0,417
C_1992930,0.0,0.5630843704099519,0.0,0.0,0.0,164
C_1992935,0.0,0.7016365355075033,0.0,0.0,0.0,142
C_1992940,83.0,0.717117719634195,0.0,5.0,78.0,5397
C_1992941,0.0,0.7413174152419589,0.0,0.0,0.0,109
C_1992945,0.0,0.5744525709794764,0.0,0.0,0.0,187
C_1992947,0.0,0.6471726190476191,0.0,0.0,0.0,269
C_1992950,8.0,0.6696375706664459,0.0,6.0,2.0,195
C_1992952,0.0,0.4652777777777778,0.0,0.0,0.0,99
C_1992955,0.0,,0.0,0.0,0.0,13
C_1992959,0.0,,0.0,0.0,0.0,1
C_1992960,0.0,,0.0,0.0,0.0,54
C_1992961,0.0,0.6333333333333333,0.0,0.0,0.0,27
C_1992970,1.0,0.6452928927612472,0.0,0.0,1.0,253
C_1992980,0.0,,0.0,0.0,0.0,7
C_1996570,0.0,0.3719954648526076,0.0,0.0,0.0,305
C_1997524,2.0,0.3744951698628169,0.0,1.0,1.0,2911
C_2009086,4.0,0.8028893849206348,0.0,0.0,4.0,114
C_2009301,0.0,0.5990196078431371,0.0,0.0,0.0,1053
C_2027893,4.0,0.6515073912264199,1.0,0.0,3.0,594
C_2028175,1.0,,0.0,1.0,0.0,148
C_2033947,1.0,0.4792453098703098,0.0,1.0,0.0,1356
C_2033958,59.0,0.5705124290045831,0.0,7.0,52.0,2180
C_2038046,0.0,,0.0,0.0,0.0,4
C_2040031,0.0,,0.0,0.0,0.0,166
C_2053613,0.0,0.6660960723669979,0.0,0.0,0.0,1268
C_2059279,0.0,,0.0,0.0,0.0,10
C_2059281,51.0,0.239323217904543,6.0,26.0,19.0,601
C_2059282,16.0,0.7259800242110364,0.0,3.0,13.0,118
C_2059284,0.0,,0.0,0.0,0.0,28
C_2059285,0.0,0.7222222222222222,0.0,0.0,0.0,34
C_2059286,1.0,0.0,0.0,0.0,1.0,740
C_2059287,0.0,0.6724137931034483,0.0,0.0,0.0,75
C_2059288,0.0,0.9179408463722192,0.0,0.0,0.0,140
C_2059290,0.0,0.6589595395056055,0.0,0.0,0.0,3729
C_2059291,5.0,0.7013974486279843,0.0,3.0,2.0,361
C_2059292,0.0,0.61889789476617,0.0,0.0,0.0,397
C_2059293,4.0,0.7175954647382256,0.0,0.0,4.0,462
C_2059294,0.0,0.4198717948717948,0.0,0.0,0.0,235
C_2059295,6.0,0.7819005796592801,0.0,4.0,2.0,7913
C_2059297,1.0,0.3846405228758169,0.0,1.0,0.0,4027
C_2059299,279.0,0.5467916499595872,24.0,174.0,81.0,1100
C_2059301,0.0,0.8554050355774494,0.0,0.0,0.0,59
C_2059302,7.0,0.4690903281915189,0.0,3.0,4.0,1307
C_2059304,0.0,0.7519131161236424,0.0,0.0,0.0,62
C_2059307,0.0,,0.0,0.0,0.0,2
C_2059312,0.0,,0.0,0.0,0.0,14
C_2059313,0.0,0.4223484848484848,0.0,0.0,0.0,80
C_2059314,12.0,,0.0,11.0,1.0,80
C_2059315,26.0,0.8976781855251198,0.0,0.0,26.0,1376
C_2059316,0.0,0.6666666666666666,0.0,0.0,0.0,35
C_2059317,0.0,0.9134199134199136,0.0,0.0,0.0,18
C_2059319,0.0,,0.0,0.0,0.0,33
C_2059320,0.0,,0.0,0.0,0.0,10
C_2059321,1.0,0.8213162623539982,0.0,1.0,0.0,68
C_2059323,0.0,0.74874101257289,0.0,0.0,0.0,101
C_2059947,0.0,0.8038401246232572,0.0,0.0,0.0,65
C_2063783,716.0,0.7515095951858398,3.0,217.0,496.0,687
C_2066082,1.0,0.6069182389937108,0.0,0.0,1.0,78
C_2066096,422.0,0.6628386537674095,2.0,177.0,243.0,2008
C_2091183,0.0,,0.0,0.0,0.0,1
C_2093531,6.0,0.0,0.0,2.0,4.0,1344
C_2094866,1.0,0.8119989486499697,0.0,1.0,0.0,180
C_2095102,13.0,0.8076730584390542,2.0,3.0,8.0,2919
C_2095352,0.0,0.7756410256410257,0.0,0.0,0.0,55
C_2095513,0.0,0.7992897727272728,0.0,0.0,0.0,85
C_2097424,0.0,,0.0,0.0,0.0,1
C_2097435,0.0,,0.0,0.0,0.0,2325
C_2097699,0.0,0.6838333333333334,0.0,0.0,0.0,96
C_2111790,0.0,,0.0,0.0,0.0,2
C_2113371,0.0,0.7333333333333333,0.0,0.0,0.0,892
